1607520340815|35|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|show table status WHERE 1=1  AND NAME IN ('user')|show table status WHERE 1=1  AND NAME IN ('user')
1607772869660|25|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607772870365|24|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607773088574|34|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607774551369|36|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607774608134|26|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607865467341|56|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607865493658|23|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607865656968|24|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607865765942|30|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607865845747|36|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607865947852|32|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607866082422|25|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607866172431|32|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607866347879|28|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1607866395056|27|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608220169978|30|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608357315970|29|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608359991521|30|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608360431252|30|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608360712817|275|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608360721860|26|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608361007482|30|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608361422688|26|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608361589620|37|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608361920903|26|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608361955097|23|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608362184116|33|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608362323832|37|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608362354522|24|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608362750374|33|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608362762033|26|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608363615722|36|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608363625112|63|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608365412893|28|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608365420739|27|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608365444098|22|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608365444157|47|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|UPDATE user  SET username=?, password=?, lock_state=?, role=?, perms=?, version=?, gmt_create=?, gmt_modify=?  WHERE id=?   AND version=?  AND deleted=0|UPDATE user  SET username='test', password='085de60f32b004402326e5ee425a6167', lock_state=0, role='admin', perms='userInfo:view', version=1, gmt_create='2020-12-06T10:45:13.841+0800', gmt_modify='2020-12-06T10:45:13.846+0800'  WHERE id=5   AND version=0  AND deleted=0
1608365724119|31|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608365724202|51|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|UPDATE user  SET username=?, password=?, lock_state=?, role=?, perms=?, version=?, gmt_create=?, gmt_modify=?  WHERE id=?   AND version=?  AND deleted=0|UPDATE user  SET username='test', password='085de60f32b004402326e5ee425a6167', lock_state=0, role='admin', perms='userInfo:view', version=2, gmt_create='2020-12-06T10:45:13.841+0800', gmt_modify='2020-12-06T10:45:13.846+0800'  WHERE id=5   AND version=1  AND deleted=0
1608365740475|24|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608365823750|25|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608365823802|48|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|UPDATE user  SET username=?, password=?, lock_state=?, role=?, perms=?, version=?, gmt_create=?, gmt_modify=?  WHERE id=?   AND version=?  AND deleted=0|UPDATE user  SET username='test', password='085de60f32b004402326e5ee425a6167', lock_state=0, role='admin', perms='userInfo:view', version=3, gmt_create='2020-12-06T10:45:13.841+0800', gmt_modify='2020-12-06T10:45:13.846+0800'  WHERE id=5   AND version=2  AND deleted=0
1608365849773|25|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608365849827|48|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|UPDATE user  SET username=?, password=?, lock_state=?, role=?, perms=?, version=?, gmt_create=?, gmt_modify=?  WHERE id=?   AND version=?  AND deleted=0|UPDATE user  SET username='test', password='085de60f32b004402326e5ee425a6167', lock_state=0, role='admin', perms='userInfo:view', version=4, gmt_create='2020-12-06T10:45:13.841+0800', gmt_modify='2020-12-06T10:45:13.846+0800'  WHERE id=5   AND version=3  AND deleted=0
1608365891689|34|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608365891770|56|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|UPDATE user  SET username=?, password=?, lock_state=?, role=?, perms=?, version=?, gmt_create=?, gmt_modify=?  WHERE id=?   AND version=?  AND deleted=0|UPDATE user  SET username='test', password='085de60f32b004402326e5ee425a6167', lock_state=0, role='admin', perms='user:view', version=5, gmt_create='2020-12-06T10:45:13.841+0800', gmt_modify='2020-12-06T10:45:13.846+0800'  WHERE id=5   AND version=4  AND deleted=0
1608365928975|26|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608365946349|27|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608365980471|26|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608365980531|56|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|UPDATE user  SET username=?, password=?, lock_state=?, role=?, perms=?, version=?, gmt_create=?, gmt_modify=?  WHERE id=?   AND version=?  AND deleted=0|UPDATE user  SET username='test', password='085de60f32b004402326e5ee425a6167', lock_state=0, role='admin', perms='user:view', version=6, gmt_create='2020-12-06T10:45:13.841+0800', gmt_modify='2020-12-06T10:45:13.846+0800'  WHERE id=5   AND version=5  AND deleted=0
1608366758907|36|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608366763702|23|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608366793010|28|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608366809134|24|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608366809194|48|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|UPDATE user  SET username=?, password=?, lock_state=?, role=?, perms=?, version=?, gmt_create=?, gmt_modify=?  WHERE id=?   AND version=?  AND deleted=0|UPDATE user  SET username='test', password='085de60f32b004402326e5ee425a6167', lock_state=0, role='admin', perms='user:view', version=7, gmt_create='2020-12-06T10:45:13.841+0800', gmt_modify='2020-12-06T10:45:13.846+0800'  WHERE id=5   AND version=6  AND deleted=0
1608366945023|34|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608366945103|51|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|UPDATE user  SET username=?, password=?, lock_state=?, role=?, perms=?, version=?, gmt_create=?, gmt_modify=?  WHERE id=?   AND version=?  AND deleted=0|UPDATE user  SET username='test', password='085de60f32b004402326e5ee425a6167', lock_state=0, role='admin', perms='user:view', version=8, gmt_create='2020-12-06T10:45:13.841+0800', gmt_modify='2020-12-06T10:45:13.846+0800'  WHERE id=5   AND version=7  AND deleted=0
1608367152174|33|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
1608367152256|56|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|UPDATE user  SET username=?, password=?, lock_state=?, role=?, perms=?, version=?, gmt_create=?, gmt_modify=?  WHERE id=?   AND version=?  AND deleted=0|UPDATE user  SET username='test', password='085de60f32b004402326e5ee425a6167', lock_state=0, role='admin', perms='user:view', version=9, gmt_create='2020-12-06T10:45:13.841+0800', gmt_modify='2020-12-06T10:45:13.846+0800'  WHERE id=5   AND version=8  AND deleted=0
1608367212689|34|statement|connection 0|url jdbc:p6spy:mysql://8.129.187.82:3306/shiro_plus?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = ?)|SELECT  id,username,password,lock_state,role,perms,version,deleted,gmt_create,gmt_modify  FROM user   WHERE  deleted=0 AND (username = 'test')
